Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,Role_Tenure_Ratio,ManagerTenureRatio,Promotion_Tenure_Ratio,Log_TotalWorkingYears,Log_YearsAtCompany,Log_YearsSinceLastPromotion,Log_MonthlyIncome,Attrition
52,Travel_Rarely,1490,R&D,4,School,Life Sciences,1,Very High,Female,30,High,Senior Level,Manager,Very High,Married,16555,10310,2,No,13,Good,Very High,80,0,31,2,Poor,5,0.333,0.667,0.167,3.4657359027997265,1.791759469228055,0.6931471805599453,9.714503852868623,No
37,Travel_Rarely,1439,R&D,4,Below School,Life Sciences,1,High,Male,54,High,Entry Level,Research Scientist,High,Married,2996,5182,7,Yes,15,Good,Very High,80,0,8,2,Good,6,0.571,0.429,0.143,2.1972245773362196,1.9459101490553132,0.6931471805599453,8.005367067316664,No
29,Travel_Rarely,1176,Sales,3,School,Medical,1,Medium,Female,62,High,Junior Level,Sales Executive,High,Married,5561,3487,1,No,14,Good,Low,80,1,6,5,Average,6,0.0,0.286,0.143,1.9459101490553132,1.9459101490553132,0.6931471805599453,8.62371303479391,No
44,Travel_Rarely,528,HR,1,Bachelors,Life Sciences,1,High,Female,44,High,Entry Level,Human Resources,Very High,Divorced,3195,4167,4,Yes,18,Good,Low,80,3,8,2,Good,2,0.667,0.667,0.667,2.1972245773362196,1.0986122886681096,1.0986122886681096,8.069655306886165,No
45,Travel_Frequently,306,Sales,26,Masters,Life Sciences,1,Low,Female,100,High,Junior Level,Sales Executive,Low,Married,4286,5630,2,No,14,Good,Very High,80,2,5,4,Good,1,0.5,0.0,0.0,1.791759469228055,0.6931471805599453,0.0,8.363342466597977,Yes
25,Travel_Rarely,1372,Sales,18,Below School,Life Sciences,1,Low,Male,93,Very High,Junior Level,Sales Executive,High,Married,6232,12477,2,No,11,Good,Medium,80,0,6,3,Average,3,0.5,0.5,0.25,1.9459101490553132,1.3862943611198906,0.6931471805599453,8.73761303680885,No
47,Travel_Frequently,1309,Sales,4,Below School,Medical,1,Medium,Male,99,High,Junior Level,Sales Representative,High,Single,2976,25751,3,No,19,Good,Low,80,0,5,3,Good,0,0.0,0.0,0.0,1.791759469228055,0.0,0.0,7.998671361015776,No
37,Travel_Rarely,1107,R&D,14,Bachelors,Life Sciences,1,Very High,Female,95,High,Entry Level,Laboratory Technician,Low,Divorced,3034,26914,1,No,12,Good,High,80,1,18,2,Average,18,0.368,0.895,0.632,2.9444389791664403,2.9444389791664403,2.5649493574615367,8.017966703493599,No
41,Travel_Rarely,1102,Sales,1,School,Life Sciences,1,Medium,Female,94,High,Junior Level,Sales Executive,Very High,Single,5993,19479,8,Yes,11,Good,Low,80,0,8,0,Poor,6,0.571,0.714,0.0,2.1972245773362196,1.9459101490553132,0.0,8.69851424787661,Yes
57,Travel_Rarely,593,R&D,1,Masters,Medical,1,Very High,Male,88,High,Junior Level,Healthcare Representative,High,Married,6755,2967,2,No,11,Good,High,80,0,15,2,Good,3,0.5,0.5,0.25,2.772588722239781,1.3862943611198906,0.6931471805599453,8.81818627792769,No
18,Non-Travel,247,R&D,8,Below School,Medical,1,High,Male,80,High,Entry Level,Laboratory Technician,High,Single,1904,13556,1,No,12,Good,Very High,80,0,0,0,Good,0,0.0,0.0,0.0,0.0,0.0,0.0,7.552237287560802,Yes
32,Non-Travel,1146,R&D,15,Masters,Medical,1,High,Female,34,High,Junior Level,Healthcare Representative,Very High,Divorced,6667,16542,5,No,18,Good,Medium,80,1,9,6,Good,5,0.167,0.333,0.167,2.302585092994046,1.791759469228055,0.6931471805599453,8.805075243870684,No
26,Travel_Rarely,703,Sales,28,School,Marketing,1,Low,Male,66,High,Junior Level,Sales Executive,Medium,Married,6272,7428,1,No,20,Excellent,Very High,80,2,6,5,Excellent,5,0.5,0.667,0.167,1.9459101490553132,1.791759469228055,0.6931471805599453,8.744009988096742,No
33,Travel_Rarely,211,Sales,16,Bachelors,Life Sciences,1,Low,Female,74,High,Mid Level,Sales Executive,Low,Single,8564,10092,2,Yes,20,Excellent,High,80,0,11,2,Average,0,0.0,0.0,0.0,2.4849066497880004,0.0,0.0,9.05543941075822,Yes
35,Travel_Rarely,1142,R&D,23,Masters,Medical,1,High,Female,30,High,Entry Level,Laboratory Technician,Low,Married,4014,16002,3,Yes,15,Good,High,80,1,4,3,Good,2,0.667,0.667,0.667,1.6094379124341003,1.0986122886681096,1.0986122886681096,8.297792626380861,No
32,Non-Travel,300,R&D,1,Bachelors,Life Sciences,1,Very High,Male,61,High,Entry Level,Laboratory Technician,Very High,Divorced,2314,9148,0,No,12,Good,Medium,80,1,4,2,Good,3,0.0,0.5,0.0,1.6094379124341003,1.3862943611198906,0.0,7.747164966520335,No
35,Travel_Rarely,303,Sales,27,Bachelors,Life Sciences,1,High,Male,84,High,Junior Level,Sales Executive,Very High,Single,5813,13492,1,Yes,18,Good,Very High,80,0,10,2,Good,10,0.636,0.636,0.636,2.3978952727983707,2.3978952727983707,2.0794415416798357,8.668024081118821,Yes
39,Non-Travel,592,R&D,2,Bachelors,Life Sciences,1,Low,Female,54,Medium,Entry Level,Laboratory Technician,Low,Single,3646,17181,2,Yes,23,Excellent,Medium,80,0,11,2,Excellent,1,0.0,0.0,0.0,2.4849066497880004,0.6931471805599453,0.0,8.20166019080868,Yes
58,Travel_Rarely,601,R&D,7,Masters,Medical,1,High,Female,53,Medium,Mid Level,Manufacturing Director,Low,Married,10008,12023,7,Yes,14,Good,Very High,80,0,31,0,Average,10,0.818,0.818,0.455,3.4657359027997265,2.3978952727983707,1.791759469228055,9.211239967219019,Yes
36,Travel_Frequently,1480,R&D,3,School,Medical,1,Very High,Male,30,High,Entry Level,Laboratory Technician,Medium,Single,2088,15062,4,No,12,Good,High,80,0,13,3,Average,8,0.778,0.222,0.778,2.639057329615259,2.1972245773362196,2.0794415416798357,7.644440761556566,No
31,Travel_Rarely,828,Sales,2,Below School,Life Sciences,1,Medium,Male,77,High,Junior Level,Sales Executive,Very High,Single,6582,8346,4,Yes,13,Good,High,80,0,10,2,Excellent,6,0.714,0.714,0.0,2.3978952727983707,1.9459101490553132,0.0,8.792245847467877,No
26,Travel_Rarely,841,R&D,6,Bachelors,Other,1,High,Female,46,Medium,Entry Level,Research Scientist,Medium,Married,2368,23300,1,No,19,Good,High,80,0,5,3,Average,5,0.667,0.5,0.667,1.791759469228055,1.791759469228055,1.6094379124341003,7.7702232041587855,No
39,Travel_Rarely,360,R&D,23,Bachelors,Medical,1,High,Male,93,High,Entry Level,Research Scientist,Low,Single,3904,22154,0,No,13,Good,Low,80,0,6,2,Good,5,0.333,0.5,0.0,1.9459101490553132,1.791759469228055,0.0,8.270013062273787,Yes
27,Travel_Rarely,608,R&D,1,School,Life Sciences,1,High,Female,68,High,Mid Level,Manufacturing Director,Low,Married,7412,6009,1,No,11,Good,Very High,80,0,9,3,Good,9,0.7,0.7,0.0,2.302585092994046,2.302585092994046,0.0,8.910990494656719,No
44,Travel_Rarely,1097,R&D,10,Masters,Life Sciences,1,High,Male,96,High,Entry Level,Research Scientist,High,Single,2936,10826,1,Yes,11,Good,High,80,0,6,4,Good,6,0.571,0.286,0.0,1.9459101490553132,1.9459101490553132,0.0,7.98514393119862,Yes
45,Travel_Rarely,974,R&D,1,Masters,Medical,1,Very High,Female,91,High,Entry Level,Laboratory Technician,Very High,Divorced,2270,11005,3,No,14,Good,Very High,80,2,8,2,Good,5,0.5,0.333,0.0,2.1972245773362196,1.791759469228055,0.0,7.7279755421055585,No
40,Travel_Frequently,530,R&D,1,Masters,Life Sciences,1,High,Male,78,Medium,Senior Level,Healthcare Representative,Medium,Married,13503,14115,1,No,22,Excellent,Very High,80,1,22,3,Average,22,0.13,0.478,0.478,3.1354942159291497,3.1354942159291497,2.4849066497880004,9.510741216835738,No
47,Non-Travel,1162,R&D,1,Below School,Medical,1,High,Female,98,High,Mid Level,Research Director,Medium,Married,11957,17231,0,No,18,Good,Low,80,2,14,3,Poor,13,0.571,0.857,0.357,2.70805020110221,2.639057329615259,1.791759469228055,9.38915578944085,No
34,Travel_Rarely,629,R&D,27,School,Medical,1,Very High,Female,95,High,Entry Level,Research Scientist,Medium,Single,2311,5711,2,No,15,Good,Very High,80,0,9,3,Good,3,0.5,0.5,0.25,2.302585092994046,1.3862943611198906,0.6931471805599453,7.7458682297922685,No
44,Travel_Rarely,200,R&D,29,Masters,Other,1,Very High,Male,32,High,Junior Level,Research Scientist,Very High,Single,4541,7744,1,No,25,Excellent,Medium,80,0,20,3,Good,20,0.524,0.81,0.619,3.044522437723423,3.044522437723423,2.639057329615259,8.421122722665503,No
36,Travel_Frequently,607,Sales,7,Bachelors,Marketing,1,Low,Female,83,Very High,Junior Level,Sales Executive,Low,Married,4639,2261,2,No,16,Good,Very High,80,1,17,2,Average,15,0.438,0.812,0.375,2.8903717578961645,2.772588722239781,1.9459101490553132,8.442469645220301,No
27,Non-Travel,1277,R&D,8,PhD,Life Sciences,1,Low,Male,87,Low,Entry Level,Laboratory Technician,High,Married,4621,5869,1,No,19,Good,Very High,80,3,3,4,Good,3,0.5,0.5,0.25,1.3862943611198906,1.3862943611198906,0.6931471805599453,8.438582790834326,No
24,Travel_Rarely,1448,Sales,1,Below School,Technical Degree,1,Low,Female,62,High,Entry Level,Sales Representative,Medium,Single,3202,21972,1,Yes,16,Good,Medium,80,0,6,4,Good,5,0.5,0.667,0.167,1.9459101490553132,1.791759469228055,0.6931471805599453,8.071843149609158,Yes
39,Travel_Frequently,505,R&D,2,Masters,Technical Degree,1,High,Female,64,High,Mid Level,Healthcare Representative,High,Single,10938,6420,0,No,25,Excellent,Very High,80,0,20,1,Good,19,0.3,0.4,0.55,3.044522437723423,2.995732273553991,2.4849066497880004,9.30008966411979,No
36,Travel_Rarely,318,R&D,9,Bachelors,Medical,1,Very High,Male,79,Medium,Entry Level,Research Scientist,High,Married,3388,21777,0,Yes,17,Good,Low,80,1,2,0,Average,1,0.0,0.0,0.0,1.0986122886681096,0.6931471805599453,0.0,8.128290171607052,Yes
34,Non-Travel,697,R&D,3,Masters,Life Sciences,1,High,Male,40,Medium,Entry Level,Research Scientist,Very High,Married,2979,22478,3,No,17,Good,Very High,80,3,6,2,Good,0,0.0,0.0,0.0,1.9459101490553132,0.0,0.0,7.9996785794994505,No
50,Travel_Frequently,809,Sales,12,Bachelors,Marketing,1,High,Female,77,High,Mid Level,Sales Executive,Very High,Single,9208,6645,4,No,11,Good,Very High,80,0,16,3,Good,2,0.667,0.333,0.667,2.833213344056216,1.0986122886681096,1.0986122886681096,9.127936545721367,No
41,Travel_Rarely,334,Sales,2,Masters,Life Sciences,1,Very High,Male,88,High,Senior Level,Manager,Medium,Single,16015,15896,1,No,19,Good,Medium,80,0,22,2,Good,22,0.435,0.174,0.0,3.1354942159291497,3.1354942159291497,0.0,9.681343501555002,No
31,Travel_Rarely,330,R&D,22,Masters,Medical,1,Very High,Male,98,High,Junior Level,Manufacturing Director,High,Married,6179,21057,1,Yes,15,Good,Very High,80,2,10,3,Average,10,0.182,0.636,0.545,2.3978952727983707,2.3978952727983707,1.9459101490553132,8.729073550451737,Yes
39,Travel_Frequently,672,R&D,7,School,Medical,1,High,Male,54,Medium,Executive Level,Manager,Very High,Married,19272,21141,1,No,15,Good,Low,80,1,21,2,Good,21,0.409,0.136,0.591,3.091042453358316,3.091042453358316,2.639057329615259,9.866460431699052,No
44,Travel_Rarely,1037,R&D,1,Bachelors,Medical,1,Medium,Male,42,High,Entry Level,Research Scientist,Very High,Single,2436,13422,6,Yes,12,Good,High,80,0,6,2,Good,4,0.6,0.4,0.2,1.9459101490553132,1.6094379124341003,0.6931471805599453,7.798523053625206,No
33,Travel_Rarely,575,R&D,25,Bachelors,Life Sciences,1,Very High,Male,44,Medium,Junior Level,Manufacturing Director,Medium,Single,4320,24152,1,No,13,Good,Very High,80,0,5,2,Good,5,0.5,0.333,0.0,1.791759469228055,1.791759469228055,0.0,8.371242135931933,No
33,Travel_Rarely,1216,Sales,8,Masters,Marketing,1,High,Male,39,High,Junior Level,Sales Executive,High,Divorced,7104,20431,0,No,12,Good,Very High,80,0,6,3,Good,5,0.0,0.333,0.167,1.9459101490553132,1.791759469228055,0.6931471805599453,8.868554040531201,No
25,Travel_Rarely,1382,Sales,8,School,Other,1,Low,Female,85,High,Junior Level,Sales Executive,High,Divorced,4907,13684,0,Yes,22,Excellent,Medium,80,1,6,3,Average,5,0.5,0.667,0.0,1.9459101490553132,1.791759469228055,0.0,8.498621805830801,No
37,Travel_Rarely,367,R&D,25,School,Medical,1,High,Female,52,Medium,Junior Level,Healthcare Representative,Very High,Divorced,5731,17171,7,No,13,Good,High,80,2,9,2,Good,6,0.286,0.429,0.143,2.302585092994046,1.9459101490553132,0.6931471805599453,8.653819788948063,No
37,Travel_Rarely,921,R&D,10,Bachelors,Medical,1,High,Female,98,High,Entry Level,Laboratory Technician,Low,Married,3452,17663,6,No,20,Excellent,Medium,80,1,17,3,Good,5,0.667,0.5,0.0,2.8903717578961645,1.791759469228055,0.0,8.146998697389993,No
27,Travel_Rarely,1420,Sales,2,Below School,Marketing,1,High,Male,85,High,Entry Level,Sales Representative,Low,Divorced,3041,16346,0,No,11,Good,Medium,80,1,5,3,Good,4,0.6,0.4,0.0,1.791759469228055,1.6094379124341003,0.0,8.020270472819238,Yes
25,Travel_Rarely,977,R&D,2,Below School,Other,1,Very High,Male,57,High,Entry Level,Laboratory Technician,High,Divorced,3977,7298,6,Yes,19,Good,High,80,1,7,2,Average,2,0.667,0.667,0.0,2.0794415416798357,1.0986122886681096,0.0,8.288534459413917,No
30,Travel_Rarely,570,Sales,5,Bachelors,Marketing,1,Very High,Female,30,Medium,Junior Level,Sales Executive,High,Divorced,6118,5431,1,No,13,Good,High,80,3,10,2,Good,10,0.818,0.182,0.091,2.3978952727983707,2.3978952727983707,0.6931471805599453,8.71915396346254,No
29,Travel_Rarely,408,R&D,25,PhD,Technical Degree,1,High,Female,71,Medium,Entry Level,Research Scientist,Medium,Married,2546,18300,5,No,16,Good,Medium,80,0,6,2,Excellent,2,0.667,0.333,0.333,1.9459101490553132,1.0986122886681096,0.6931471805599453,7.842671474979457,Yes
27,Non-Travel,1450,R&D,3,Bachelors,Medical,1,High,Male,79,Medium,Entry Level,Research Scientist,High,Divorced,2566,25326,1,Yes,15,Good,Very High,80,1,1,2,Average,1,0.5,0.5,0.0,0.6931471805599453,0.6931471805599453,0.0,7.8504931808711405,No
44,Travel_Rarely,477,R&D,7,Masters,Medical,1,Low,Female,42,Medium,Mid Level,Healthcare Representative,Very High,Married,10248,2094,3,No,14,Good,Very High,80,1,24,4,Good,22,0.261,0.739,0.217,3.2188758248682006,3.1354942159291497,1.791759469228055,9.234935418831563,No
23,Travel_Rarely,885,R&D,4,Bachelors,Medical,1,Low,Male,58,Very High,Entry Level,Research Scientist,Low,Married,2819,8544,2,No,16,Good,Low,80,1,5,3,Excellent,3,0.5,0.5,0.0,1.791759469228055,1.3862943611198906,0.0,7.944492163932159,No
43,Non-Travel,1344,R&D,7,Bachelors,Medical,1,Very High,Male,37,Very High,Entry Level,Research Scientist,Very High,Divorced,2089,5228,4,No,14,Good,Very High,80,3,7,3,Excellent,5,0.667,0.333,0.333,2.0794415416798357,1.791759469228055,1.0986122886681096,7.644919344958857,No
29,Travel_Rarely,806,R&D,7,Bachelors,Technical Degree,1,Medium,Female,39,High,Entry Level,Laboratory Technician,High,Divorced,3339,17285,3,Yes,13,Good,Low,80,2,10,2,Good,7,0.875,0.875,0.875,2.3978952727983707,2.0794415416798357,2.0794415416798357,8.113726085970747,Yes
27,Travel_Frequently,1131,R&D,15,Bachelors,Life Sciences,1,Very High,Female,77,Medium,Entry Level,Research Scientist,Low,Married,4774,23844,0,No,19,Good,Very High,80,1,8,2,Average,7,0.75,0.375,0.875,2.1972245773362196,2.0794415416798357,2.0794415416798357,8.471149252914831,No
46,Travel_Rarely,1254,Sales,10,Bachelors,Life Sciences,1,High,Female,64,High,Mid Level,Sales Executive,Medium,Married,7314,14011,5,No,21,Excellent,High,80,3,14,2,Good,8,0.778,0.778,0.0,2.70805020110221,2.1972245773362196,0.0,8.897682313454224,Yes
32,Travel_Rarely,120,R&D,6,PhD,Life Sciences,1,High,Male,43,High,Entry Level,Research Scientist,High,Single,3038,12430,3,No,20,Excellent,Low,80,0,8,2,Good,5,0.667,0.667,0.167,2.1972245773362196,1.791759469228055,0.6931471805599453,8.019283792916793,No
30,Travel_Rarely,1339,Sales,5,Bachelors,Life Sciences,1,Medium,Female,41,High,Mid Level,Sales Executive,Very High,Married,9419,8053,2,No,12,Good,High,80,1,12,2,Good,10,0.818,0.364,0.636,2.5649493574615367,2.3978952727983707,2.0794415416798357,9.150590367570409,No
37,Non-Travel,1252,Sales,19,School,Medical,1,Low,Male,32,High,Mid Level,Sales Executive,Medium,Single,7642,4814,1,Yes,13,Good,Very High,80,0,10,2,Good,10,0.0,0.818,0.0,2.3978952727983707,2.3978952727983707,0.0,8.941545475242885,No
30,Non-Travel,111,R&D,9,Bachelors,Medical,1,High,Male,66,High,Junior Level,Laboratory Technician,Low,Divorced,3072,11012,1,No,11,Good,High,80,2,12,4,Good,12,0.692,0.769,0.462,2.5649493574615367,2.5649493574615367,1.9459101490553132,8.030409562130485,No
38,Travel_Rarely,243,Sales,7,Masters,Marketing,1,Very High,Female,46,Medium,Junior Level,Sales Executive,Very High,Single,4028,7791,0,No,20,Excellent,Low,80,0,8,2,Good,7,0.875,0.625,0.0,2.1972245773362196,2.0794415416798357,0.0,8.301273485191347,No
33,Travel_Rarely,392,Sales,2,Masters,Medical,1,Very High,Male,93,High,Junior Level,Sales Executive,Very High,Divorced,5505,3921,1,No,14,Good,High,80,2,6,5,Good,6,0.286,0.571,0.0,1.9459101490553132,1.9459101490553132,0.0,8.613593685702552,No
35,Non-Travel,208,R&D,8,Masters,Life Sciences,1,High,Female,52,High,Junior Level,Healthcare Representative,High,Married,4148,12250,1,No,12,Good,Very High,80,1,15,5,Good,14,0.733,0.6,0.133,2.772588722239781,2.70805020110221,1.0986122886681096,8.330622620332868,No
26,Travel_Rarely,583,R&D,4,School,Life Sciences,1,High,Male,53,High,Entry Level,Research Scientist,Very High,Single,2875,9973,1,Yes,20,Excellent,Medium,80,0,8,2,Average,8,0.556,0.222,0.222,2.1972245773362196,2.1972245773362196,1.0986122886681096,7.964155718840937,No
43,Travel_Frequently,1001,R&D,9,PhD,Medical,1,Very High,Male,72,High,Junior Level,Laboratory Technician,High,Divorced,5679,19627,3,Yes,13,Good,Medium,80,1,10,3,Good,8,0.778,0.778,0.444,2.3978952727983707,2.1972245773362196,1.6094379124341003,8.644706511715198,No
32,Travel_Rarely,548,R&D,1,Bachelors,Life Sciences,1,Medium,Male,66,High,Junior Level,Research Scientist,Medium,Married,6220,7346,1,No,17,Good,Medium,80,2,10,3,Good,10,0.364,0.818,0.0,2.3978952727983707,2.3978952727983707,0.0,8.73568594451502,No
31,Travel_Rarely,741,R&D,2,Masters,Life Sciences,1,Medium,Male,69,High,Entry Level,Laboratory Technician,High,Married,3477,18103,1,No,14,Good,Very High,80,1,6,2,Excellent,5,0.333,0.5,0.0,1.9459101490553132,1.791759469228055,0.0,8.154212694914229,No
52,Travel_Rarely,1325,R&D,11,Masters,Life Sciences,1,Very High,Female,82,High,Junior Level,Laboratory Technician,High,Married,3149,21821,8,No,20,Excellent,Medium,80,1,9,3,Good,5,0.333,0.667,0.167,2.302585092994046,1.791759469228055,0.6931471805599453,8.055157731819678,No
44,Travel_Rarely,1448,Sales,28,Bachelors,Medical,1,Very High,Female,53,Very High,Senior Level,Sales Executive,Very High,Married,13320,11737,3,Yes,18,Good,High,80,1,23,2,Good,12,0.846,0.846,0.846,3.1780538303479458,2.5649493574615367,2.4849066497880004,9.497097016351463,No
29,Travel_Rarely,1086,R&D,7,Below School,Medical,1,Low,Female,62,Medium,Entry Level,Laboratory Technician,Very High,Divorced,2532,6054,6,No,14,Good,High,80,3,8,5,Good,4,0.6,0.6,0.0,2.1972245773362196,1.6094379124341003,0.0,7.837159650001675,No
28,Travel_Rarely,1485,R&D,12,Below School,Life Sciences,1,High,Female,79,High,Entry Level,Laboratory Technician,Very High,Married,2515,22955,1,Yes,11,Good,Very High,80,0,1,4,Average,1,0.5,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,7.830425617820331,Yes
33,Travel_Rarely,813,R&D,14,Bachelors,Medical,1,High,Male,58,High,Entry Level,Laboratory Technician,Very High,Married,2436,22149,5,Yes,13,Good,High,80,1,8,2,Poor,5,0.667,0.667,0.0,2.1972245773362196,1.791759469228055,0.0,7.798523053625206,Yes
30,Travel_Frequently,109,R&D,5,Bachelors,Medical,1,Medium,Female,60,High,Entry Level,Laboratory Technician,Medium,Single,2422,25725,0,No,17,Good,Low,80,0,4,3,Good,3,0.5,0.5,0.25,1.6094379124341003,1.3862943611198906,0.6931471805599453,7.792761720816526,Yes
30,Travel_Rarely,1005,R&D,3,Bachelors,Technical Degree,1,Very High,Female,88,High,Entry Level,Research Scientist,Low,Single,2657,8556,5,Yes,11,Good,High,80,0,8,5,Good,5,0.333,0.667,0.0,2.1972245773362196,1.791759469228055,0.0,7.88532923927319,Yes
28,Travel_Rarely,440,R&D,21,Bachelors,Medical,1,High,Male,42,High,Entry Level,Research Scientist,Very High,Married,2713,6672,1,No,11,Good,High,80,1,5,2,Poor,5,0.333,0.333,0.0,1.791759469228055,1.791759469228055,0.0,7.906178840394815,No
31,Travel_Rarely,542,Sales,20,Bachelors,Life Sciences,1,Medium,Female,71,Low,Junior Level,Sales Executive,High,Married,4559,24788,3,Yes,11,Good,High,80,1,4,2,Good,2,0.667,0.667,0.667,1.6094379124341003,1.0986122886681096,1.0986122886681096,8.425077902508432,Yes
21,Travel_Rarely,501,Sales,5,Below School,Medical,1,High,Male,58,High,Entry Level,Sales Representative,Low,Single,2380,25479,1,Yes,11,Good,Very High,80,0,2,6,Good,2,0.667,0.667,0.333,1.0986122886681096,1.0986122886681096,0.6931471805599453,7.7752758464868625,No
37,Travel_Frequently,663,R&D,11,Bachelors,Other,1,Medium,Male,47,High,Mid Level,Research Director,Very High,Divorced,12185,10056,1,Yes,14,Good,High,80,3,10,1,Good,10,0.727,0.636,0.0,2.3978952727983707,2.3978952727983707,0.0,9.40804303080844,No
38,Travel_Rarely,1495,R&D,4,School,Medical,1,Very High,Female,87,High,Entry Level,Laboratory Technician,High,Married,3306,26176,7,No,19,Good,Very High,80,1,7,5,Average,0,0.0,0.0,0.0,2.0794415416798357,0.0,0.0,8.103796712981794,No
25,Travel_Rarely,266,R&D,1,Bachelors,Medical,1,Very High,Female,40,High,Entry Level,Research Scientist,Medium,Single,2096,18830,1,No,18,Good,Very High,80,0,2,3,Average,2,0.667,0.333,0.667,1.0986122886681096,1.0986122886681096,1.0986122886681096,7.64826303090192,No
33,Travel_Rarely,931,R&D,14,Bachelors,Medical,1,Very High,Female,72,High,Entry Level,Research Scientist,Medium,Married,2756,4673,1,No,13,Good,Very High,80,1,8,5,Good,8,0.778,0.667,0.111,2.1972245773362196,2.1972245773362196,0.6931471805599453,7.921898411023797,No
27,Travel_Rarely,1240,R&D,2,Masters,Life Sciences,1,Very High,Female,33,High,Entry Level,Laboratory Technician,Low,Divorced,2341,19715,1,No,13,Good,Very High,80,1,1,6,Good,1,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,7.758760544157663,No
32,Travel_Rarely,498,R&D,3,Masters,Medical,1,High,Female,93,High,Junior Level,Manufacturing Director,Low,Married,6725,13554,1,No,12,Good,High,80,1,8,2,Excellent,8,0.778,0.333,0.667,2.1972245773362196,2.1972245773362196,1.9459101490553132,8.813735892300215,No
25,Travel_Rarely,1280,R&D,7,Below School,Medical,1,Very High,Male,64,Medium,Entry Level,Research Scientist,Very High,Married,2889,26897,1,No,11,Good,High,80,2,2,2,Good,2,0.667,0.333,0.667,1.0986122886681096,1.0986122886681096,1.0986122886681096,7.969011781106478,No
36,Travel_Rarely,852,R&D,5,Masters,Life Sciences,1,Medium,Female,82,Medium,Entry Level,Research Scientist,Low,Married,3419,13072,9,Yes,14,Good,Very High,80,1,6,3,Excellent,1,0.5,0.0,0.0,1.9459101490553132,0.6931471805599453,0.0,8.13739583005665,No
55,Travel_Rarely,725,R&D,2,Bachelors,Medical,1,Very High,Male,78,High,Executive Level,Manager,Low,Married,19859,21199,5,Yes,13,Good,Very High,80,1,24,2,Good,5,0.333,0.667,0.167,3.2188758248682006,1.791759469228055,0.6931471805599453,9.896462937599164,Yes
42,Non-Travel,355,R&D,10,Masters,Technical Degree,1,High,Male,38,High,Entry Level,Research Scientist,High,Married,2936,6161,3,No,22,Excellent,Medium,80,2,10,1,Average,6,0.429,0.429,0.429,2.3978952727983707,1.9459101490553132,1.3862943611198906,7.98514393119862,No
22,Travel_Rarely,391,R&D,7,Below School,Life Sciences,1,Very High,Male,75,High,Entry Level,Research Scientist,Medium,Single,2472,26092,1,Yes,23,Excellent,Low,80,0,1,2,Good,1,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,7.813187267521416,Yes
30,Travel_Rarely,911,R&D,1,School,Medical,1,Very High,Male,76,High,Entry Level,Laboratory Technician,Medium,Married,3748,4077,1,No,13,Good,High,80,0,12,6,Average,12,0.615,0.538,0.077,2.5649493574615367,2.5649493574615367,0.6931471805599453,8.229244416735913,No
35,Travel_Rarely,538,R&D,25,School,Other,1,Low,Male,54,Medium,Junior Level,Laboratory Technician,Very High,Single,3681,14004,4,No,14,Good,Very High,80,0,9,3,Good,3,0.5,0.5,0.0,2.302585092994046,1.3862943611198906,0.0,8.211211361793023,No
52,Travel_Rarely,956,R&D,6,School,Technical Degree,1,Very High,Male,78,High,Junior Level,Research Scientist,Low,Divorced,5577,22087,3,Yes,12,Good,Medium,80,2,18,3,Good,10,0.818,0.818,0.545,2.9444389791664403,2.3978952727983707,1.9459101490553132,8.626585568187433,No
54,Travel_Frequently,966,R&D,1,Masters,Life Sciences,1,Very High,Female,53,High,Mid Level,Manufacturing Director,High,Divorced,10502,9659,7,No,17,Good,Low,80,1,33,2,Poor,5,0.667,0.667,0.167,3.5263605246161616,1.791759469228055,0.6931471805599453,9.259416209622776,No
52,Travel_Rarely,1030,Sales,5,Bachelors,Life Sciences,1,Medium,Male,64,High,Mid Level,Sales Executive,Medium,Single,8446,21534,9,Yes,19,Good,High,80,0,10,2,Average,8,0.778,0.778,0.778,2.3978952727983707,2.1972245773362196,2.0794415416798357,9.041566627727496,Yes
34,Travel_Rarely,699,R&D,6,Below School,Medical,1,Medium,Male,83,High,Entry Level,Research Scientist,Low,Single,2960,17102,2,No,11,Good,High,80,0,8,2,Good,4,0.4,0.6,0.2,2.1972245773362196,1.6094379124341003,0.6931471805599453,7.993282328101591,Yes
55,Travel_Rarely,189,HR,26,Masters,Human Resources,1,High,Male,71,Very High,Executive Level,Manager,Medium,Married,19636,25811,4,Yes,18,Good,Low,80,1,35,0,Good,10,0.818,0.364,0.091,3.58351893845611,2.3978952727983707,0.6931471805599453,9.885170820750231,No
42,Travel_Rarely,1147,HR,10,Bachelors,Human Resources,1,High,Female,31,High,Senior Level,Manager,Low,Married,16799,16616,0,No,14,Good,High,80,1,21,5,Good,20,0.333,0.429,0.0,3.091042453358316,3.044522437723423,0.0,9.72913416539135,No
